LOCATION,DATE,T_MAX,T_MIN,T_MEAN,WEEKDAY,IS_HOLIDAY,HOLIDAY_NAME,TOTAL_DEMAND,DEMAND_LAG1,DEMAND_LAG7
Bankstown,2012-12-14,27.2,16.2,22.05,5,0,,398246.55,394954.89,378900.82
Bankstown,2012-12-15,26.4,18.3,23.28,6,0,,358435.14,398246.55,365893.81
Bankstown,2012-12-16,35.0,17.6,25.33,7,0,,370905.74,358435.14,343776.29
Bankstown,2012-12-17,21.7,18.5,19.65,1,0,,383123.17,370905.74,373372.03
Bankstown,2012-12-18,28.1,14.8,21.7,2,0,,400133.75,383123.17,374347.59
Bankstown,2012-12-19,27.0,20.4,23.66,3,0,,418724.44,400133.75,383889.8
Bankstown,2012-12-20,33.4,19.6,24.22,4,0,,414991.13,418724.44,394954.89
Bankstown,2012-12-21,23.5,19.4,21.26,5,0,,378248.82,414991.13,398246.55
Bankstown,2012-12-22,26.3,19.4,22.81,6,0,,363418.19,378248.82,358435.14
Bankstown,2012-12-23,30.8,20.4,24.97,7,0,,381487.74,363418.19,370905.74
Bankstown,2012-12-24,31.6,20.4,24.98,1,0,,398163.18,381487.74,383123.17
Bankstown,2012-12-25,22.0,16.2,18.46,2,1,Christmas Day,301534.31,398163.18,400133.75
Bankstown,2012-12-26,22.2,17.0,19.49,3,1,Boxing Day,295254.36,301534.31,418724.44
Bankstown,2012-12-27,24.4,12.2,18.92,4,0,,331353.37,295254.36,414991.13
Bankstown,2012-12-28,32.2,13.8,20.74,5,0,,342310.27,331353.37,378248.82
Bankstown,2012-12-29,23.9,18.4,20.58,6,0,,325171.47,342310.27,363418.19
Bankstown,2012-12-30,22.6,17.4,19.77,7,0,,319430.31,325171.47,381487.74
Bankstown,2012-12-31,28.1,17.0,23.41,1,0,,358014.96,319430.31,398163.18
Bankstown,2013-01-01,27.7,19.9,23.09,2,1,New Year's Day,353687.22,358014.96,301534.31
Bankstown,2013-01-02,23.2,17.1,20.12,3,0,,361317.14,353687.22,295254.36
Bankstown,2013-01-03,25.2,18.0,21.31,4,0,,370664.31,361317.14,331353.37
Bankstown,2013-01-04,28.7,15.1,22.24,5,0,,397909.05,370664.31,342310.27
Bankstown,2013-01-05,30.5,15.9,23.21,6,0,,396019.12,397909.05,325171.47
Bankstown,2013-01-06,29.3,19.1,24.29,7,0,,382643.03,396019.12,319430.31
Bankstown,2013-01-07,27.6,21.1,23.81,1,0,,425544.25,382643.03,358014.96
Bankstown,2013-01-08,40.3,18.7,31.71,2,0,,481242.45,425544.25,353687.22
Bankstown,2013-01-09,32.3,19.7,21.5,3,0,,401454.45,481242.45,361317.14
Bankstown,2013-01-10,24.7,20.0,22.07,4,0,,391058.45,401454.45,370664.31
Bankstown,2013-01-11,30.9,17.5,25.0,5,0,,444256.47,391058.45,397909.05
Bankstown,2013-01-12,30.5,19.2,23.35,6,0,,403852.74,444256.47,396019.12
Bankstown,2013-01-13,23.9,16.9,20.4,7,0,,358175.61,403852.74,382643.03
Bankstown,2013-01-14,21.9,16.4,19.33,1,0,,372145.66,358175.61,425544.25
Bankstown,2013-01-15,24.8,13.5,20.38,2,0,,382753.15,372145.66,481242.45
Bankstown,2013-01-16,29.7,14.9,22.56,3,0,,411813.09,382753.15,401454.45
Bankstown,2013-01-17,29.0,20.1,24.36,4,0,,445298.46,411813.09,391058.45
Bankstown,2013-01-18,44.4,20.3,29.79,5,0,,497380.53,445298.46,444256.47
Bankstown,2013-01-19,22.8,19.8,21.04,6,0,,366977.51,497380.53,403852.74
Bankstown,2013-01-20,23.9,19.6,20.96,7,0,,347975.26,366977.51,358175.61
Bankstown,2013-01-21,27.7,20.4,23.15,1,0,,413421.1,347975.26,372145.66
Bankstown,2013-01-22,32.2,17.9,23.48,2,0,,427685.21,413421.1,382753.15
Bankstown,2013-01-23,24.7,20.2,21.63,3,0,,398194.48,427685.21,411813.09
Bankstown,2013-01-24,26.9,19.7,23.28,4,0,,421596.98,398194.48,445298.46
Bankstown,2013-01-25,30.3,19.8,25.12,5,0,,442513.02,421596.98,497380.53
Bankstown,2013-01-26,29.5,23.4,26.43,6,0,,392851.29,442513.02,366977.51
Bankstown,2013-01-27,24.4,19.6,21.39,7,0,,355122.16,392851.29,347975.26
Bankstown,2013-01-28,22.6,19.5,21.32,1,1,Australia Day,357591.46,355122.16,413421.1
Bankstown,2013-01-29,25.9,19.9,21.71,2,0,,398268.05,357591.46,427685.21
Bankstown,2013-01-30,25.8,19.8,22.25,3,0,,398830.14,398268.05,398194.48
Bankstown,2013-01-31,28.5,19.6,24.23,4,0,,428945.77,398830.14,421596.98
Bankstown,2013-02-01,22.9,16.3,19.87,5,0,,393775.1,428945.77,442513.02
Bankstown,2013-02-02,20.1,13.3,16.09,6,0,,342167.13,393775.1,392851.29
Bankstown,2013-02-03,22.5,15.0,18.22,7,0,,332930.44,342167.13,355122.16
Bankstown,2013-02-04,24.1,15.0,19.95,1,0,,384076.8,332930.44,357591.46
Bankstown,2013-02-05,24.9,15.6,20.03,2,0,,393631.21,384076.8,398268.05
Bankstown,2013-02-06,26.1,17.6,21.74,3,0,,399155.31,393631.21,398830.14
Bankstown,2013-02-07,27.5,15.1,21.92,4,0,,409130.06,399155.31,428945.77
Bankstown,2013-02-08,29.5,16.3,23.43,5,0,,426696.12,409130.06,393775.1
Bankstown,2013-02-09,28.4,18.4,23.81,6,0,,394553.44,426696.12,342167.13
Bankstown,2013-02-10,29.1,19.5,21.91,7,0,,374425.03,394553.44,332930.44
Bankstown,2013-02-11,21.5,18.4,19.98,1,0,,387870.53,374425.03,384076.8
Bankstown,2013-02-12,22.4,18.2,19.78,2,0,,388225.3,387870.53,393631.21
Bankstown,2013-02-13,23.6,16.7,20.14,3,0,,384032.64,388225.3,399155.31
Bankstown,2013-02-14,25.4,15.0,20.02,4,0,,393059.02,384032.64,409130.06
Bankstown,2013-02-15,25.3,17.0,20.6,5,0,,394893.78,393059.02,426696.12
Bankstown,2013-02-16,24.7,15.8,19.75,6,0,,357749.84,394893.78,394553.44
Bankstown,2013-02-17,25.2,16.1,19.8,7,0,,348088.83,357749.84,374425.03
Bankstown,2013-02-18,26.2,14.9,20.43,1,0,,396846.47,348088.83,387870.53
Bankstown,2013-02-19,27.4,16.6,22.16,2,0,,411921.94,396846.47,388225.3
Bankstown,2013-02-20,26.2,18.3,22.44,3,0,,410799.49,411921.94,384032.64
Bankstown,2013-02-21,25.9,17.6,22.61,4,0,,408263.1,410799.49,393059.02
Bankstown,2013-02-22,25.1,22.2,23.56,5,0,,398592.74,408263.1,394893.78
Bankstown,2013-02-23,23.8,19.2,22.26,6,0,,365265.96,398592.74,357749.84
Bankstown,2013-02-24,27.9,21.5,24.37,7,0,,378284.43,365265.96,348088.83
Bankstown,2013-02-25,28.5,21.7,24.65,1,0,,438631.56,378284.43,396846.47
Bankstown,2013-02-26,27.2,21.0,23.66,2,0,,422930.81,438631.56,411921.94
Bankstown,2013-02-27,28.1,20.4,23.52,3,0,,424055.78,422930.81,410799.49
Bankstown,2013-02-28,28.1,15.8,19.37,4,0,,402986.37,424055.78,408263.1
Bankstown,2013-03-01,19.8,16.2,18.53,5,0,,378126.77,402986.37,398592.74
Bankstown,2013-03-02,20.5,17.1,18.68,6,0,,344846.91,378126.77,365265.96
Bankstown,2013-03-03,23.5,19.1,21.02,7,0,,336841.78,344846.91,378284.43
Bankstown,2013-03-04,25.3,17.3,20.91,1,0,,384219.43,336841.78,438631.56
Bankstown,2013-03-05,26.2,16.0,21.55,2,0,,394978.66,384219.43,422930.81
Bankstown,2013-03-06,26.2,18.0,21.93,3,0,,399860.67,394978.66,424055.78
Bankstown,2013-03-07,27.0,15.6,21.97,4,0,,408416.76,399860.67,402986.37
Bankstown,2013-03-08,26.3,17.4,22.21,5,0,,403009.71,408416.76,378126.77
Bankstown,2013-03-09,27.1,19.1,22.74,6,0,,371468.49,403009.71,344846.91
Bankstown,2013-03-10,27.8,16.2,22.07,7,0,,363011.77,371468.49,336841.78
Bankstown,2013-03-11,27.4,18.3,22.9,1,0,,405956.43,363011.77,384219.43
Bankstown,2013-03-12,26.3,17.7,21.81,2,0,,405114.63,405956.43,394978.66
Bankstown,2013-03-13,28.4,15.5,21.85,3,0,,403319.69,405114.63,399860.67
Bankstown,2013-03-14,24.1,18.6,21.46,4,0,,396823.31,403319.69,408416.76
Bankstown,2013-03-15,23.2,19.0,20.69,5,0,,391868.82,396823.31,403009.71
Bankstown,2013-03-16,28.5,19.3,23.16,6,0,,367448.03,391868.82,371468.49
Bankstown,2013-03-17,22.4,16.6,19.94,7,0,,335025.68,367448.03,363011.77
Bankstown,2013-03-18,21.2,12.7,17.21,1,0,,373649.23,335025.68,405956.43
Bankstown,2013-03-19,22.4,10.9,16.94,2,0,,376380.01,373649.23,405114.63
Bankstown,2013-03-20,24.8,13.0,19.34,3,0,,379142.52,376380.01,403319.69
Bankstown,2013-03-21,26.6,13.4,20.21,4,0,,386267.25,379142.52,396823.31
Bankstown,2013-03-22,31.1,16.8,24.87,5,0,,399970.39,386267.25,391868.82
Bankstown,2013-03-23,29.8,18.3,22.66,6,0,,370465.89,399970.39,367448.03
Bankstown,2013-03-24,30.3,17.9,23.48,7,0,,370048.38,370465.89,335025.68
Bankstown,2013-03-25,27.1,14.2,20.77,1,0,,407636.85,370048.38,373649.23
Bankstown,2013-03-26,27.5,19.1,22.97,2,0,,412934.13,407636.85,376380.01
Bankstown,2013-03-27,29.1,17.7,22.46,3,0,,420951.5,412934.13,379142.52
Bankstown,2013-03-28,31.8,19.4,23.95,4,0,,411119.82,420951.5,386267.25
Bankstown,2013-03-29,20.8,15.0,18.52,5,1,Good Friday,325270.33,411119.82,399970.39
Bankstown,2013-03-30,24.0,11.4,18.35,6,1,Easter Saturday,327209.77,325270.33,370465.89
Bankstown,2013-03-31,25.0,16.3,19.72,7,1,Easter Sunday,317902.89,327209.77,370048.38
Bankstown,2013-04-01,23.3,16.8,19.68,1,1,Easter Monday,330681.05,317902.89,407636.85
Bankstown,2013-04-02,24.1,14.0,18.14,2,0,,371363.48,330681.05,412934.13
Bankstown,2013-04-03,18.7,14.5,16.73,3,0,,374607.54,371363.48,420951.5
Bankstown,2013-04-04,20.3,15.4,16.7,4,0,,375052.68,374607.54,411119.82
Bankstown,2013-04-05,22.7,14.9,18.27,5,0,,372910.99,375052.68,325270.33
Bankstown,2013-04-06,21.2,13.0,16.41,6,0,,344125.89,372910.99,327209.77
Bankstown,2013-04-07,23.5,13.2,17.32,7,0,,334780.21,344125.89,317902.89
Bankstown,2013-04-08,24.1,13.3,17.35,1,0,,373316.31,334780.21,330681.05
Bankstown,2013-04-09,21.6,13.5,16.46,2,0,,380570.59,373316.31,371363.48
Bankstown,2013-04-10,24.6,12.6,18.18,3,0,,382204.69,380570.59,374607.54
Bankstown,2013-04-11,26.8,11.8,17.71,4,0,,380357.52,382204.69,375052.68
Bankstown,2013-04-12,24.8,12.5,18.45,5,0,,380831.87,380357.52,372910.99
Bankstown,2013-04-13,25.3,11.5,17.53,6,0,,347668.99,380831.87,344125.89
Bankstown,2013-04-14,28.6,13.4,19.49,7,0,,336180.94,347668.99,334780.21
Bankstown,2013-04-15,27.0,13.1,18.95,1,0,,377130.76,336180.94,373316.31
Bankstown,2013-04-16,20.7,14.7,17.64,2,0,,383237.43,377130.76,380570.59
Bankstown,2013-04-17,21.8,11.7,16.69,3,0,,377334.29,383237.43,382204.69
Bankstown,2013-04-18,21.8,13.5,17.0,4,0,,377895.35,377334.29,380357.52
Bankstown,2013-04-19,19.2,12.6,16.1,5,0,,369086.19,377895.35,380831.87
Bankstown,2013-04-20,18.6,11.6,14.38,6,0,,357534.81,369086.19,347668.99
Bankstown,2013-04-21,19.8,9.4,14.05,7,0,,341081.01,357534.81,336180.94
Bankstown,2013-04-22,24.0,11.0,15.94,1,0,,370593.77,341081.01,377130.76
Bankstown,2013-04-23,23.4,7.6,14.59,2,0,,371602.55,370593.77,383237.43
Bankstown,2013-04-24,22.5,8.6,14.15,3,0,,372536.6,371602.55,377334.29
Bankstown,2013-04-25,20.8,9.6,14.33,4,1,ANZAC Day,338944.86,372536.6,377895.35
Bankstown,2013-04-26,25.2,7.6,15.5,5,0,,357648.0,338944.86,369086.19
Bankstown,2013-04-27,24.7,9.7,15.35,6,0,,337345.46,357648.0,357534.81
Bankstown,2013-04-28,27.8,9.6,16.51,7,0,,327183.2,337345.46,341081.01
Bankstown,2013-04-29,24.1,10.5,17.76,1,0,,373321.03,327183.2,370593.77
Bankstown,2013-04-30,21.4,14.8,17.67,2,0,,382460.01,373321.03,371602.55
Bankstown,2013-05-01,24.9,13.6,17.94,3,0,,381486.26,382460.01,372536.6
Bankstown,2013-05-02,18.3,10.5,15.05,4,0,,380415.89,381486.26,338944.86
Bankstown,2013-05-03,21.5,7.5,14.32,5,0,,379291.87,380415.89,357648.0
Bankstown,2013-05-04,24.7,9.0,15.64,6,0,,351689.99,379291.87,337345.46
Bankstown,2013-05-05,18.3,8.4,14.19,7,0,,346388.12,351689.99,327183.2
Bankstown,2013-05-06,18.1,7.3,13.12,1,0,,388348.7,346388.12,373321.03
Bankstown,2013-05-07,19.4,8.6,14.26,2,0,,390553.52,388348.7,382460.01
Bankstown,2013-05-08,21.4,9.7,14.58,3,0,,387439.81,390553.52,381486.26
Bankstown,2013-05-09,23.8,9.4,14.1,4,0,,386013.55,387439.81,380415.89
Bankstown,2013-05-10,22.1,8.6,13.75,5,0,,385601.5,386013.55,379291.87
Bankstown,2013-05-11,21.8,11.0,15.52,6,0,,358022.87,385601.5,351689.99
Bankstown,2013-05-12,22.5,10.1,14.87,7,0,,344313.78,358022.87,346388.12
Bankstown,2013-05-13,22.2,10.4,15.43,1,0,,390540.54,344313.78,388348.7
Bankstown,2013-05-14,19.5,8.3,14.37,2,0,,389682.77,390540.54,390553.52
Bankstown,2013-05-15,19.9,4.1,12.73,3,0,,393272.76,389682.77,387439.81
Bankstown,2013-05-16,19.7,11.3,15.59,4,0,,390513.42,393272.76,386013.55
Bankstown,2013-05-17,18.5,9.3,14.46,5,0,,392842.25,390513.42,385601.5
Bankstown,2013-05-18,18.7,4.9,11.92,6,0,,367345.53,392842.25,358022.87
Bankstown,2013-05-19,18.8,5.4,12.6,7,0,,362992.05,367345.53,344313.78
Bankstown,2013-05-20,19.6,4.8,11.34,1,0,,405780.77,362992.05,390540.54
Bankstown,2013-05-21,21.8,5.0,12.75,2,0,,402494.35,405780.77,389682.77
Bankstown,2013-05-22,16.0,5.0,10.71,3,0,,426279.6,402494.35,393272.76
Bankstown,2013-05-23,18.3,10.4,13.45,4,0,,414619.27,426279.6,390513.42
Bankstown,2013-05-24,17.0,11.6,13.65,5,0,,415078.8,414619.27,392842.25
Bankstown,2013-05-25,19.3,8.3,12.58,6,0,,380791.57,415078.8,367345.53
Bankstown,2013-05-26,21.2,5.7,11.05,7,0,,376181.44,380791.57,362992.05
Bankstown,2013-05-27,18.8,8.5,13.77,1,0,,416884.73,376181.44,405780.77
Bankstown,2013-05-28,19.8,11.5,14.36,2,0,,415697.95,416884.73,402494.35
Bankstown,2013-05-29,20.9,10.5,14.09,3,0,,407780.75,415697.95,426279.6
Bankstown,2013-05-30,22.2,8.7,14.08,4,0,,408227.82,407780.75,414619.27
Bankstown,2013-05-31,23.5,8.8,14.81,5,0,,398383.93,408227.82,415078.8
Bankstown,2013-06-01,21.0,9.5,14.88,6,0,,373035.29,398383.93,380791.57
Bankstown,2013-06-02,15.2,12.2,13.92,7,0,,383414.61,373035.29,376181.44
Bankstown,2013-06-03,18.5,6.1,12.05,1,0,,417010.84,383414.61,416884.73
Bankstown,2013-06-04,18.9,6.6,12.28,2,0,,420135.99,417010.84,415697.95
Bankstown,2013-06-05,18.6,7.3,12.05,3,0,,422541.41,420135.99,407780.75
Bankstown,2013-06-06,19.9,9.2,13.35,4,0,,412889.07,422541.41,408227.82
Bankstown,2013-06-07,22.0,12.5,16.7,5,0,,397308.56,412889.07,398383.93
Bankstown,2013-06-08,17.8,9.4,14.13,6,0,,381602.45,397308.56,373035.29
Bankstown,2013-06-09,19.2,7.9,12.34,7,0,,365687.51,381602.45,383414.61
Bankstown,2013-06-10,20.2,8.1,12.66,1,1,Queen's Birthday,376502.98,365687.51,417010.84
Bankstown,2013-06-11,19.3,8.5,11.96,2,0,,412198.64,376502.98,420135.99
Bankstown,2013-06-12,14.9,7.4,10.88,3,0,,430997.96,412198.64,422541.41
Bankstown,2013-06-13,19.6,9.9,14.21,4,0,,412813.05,430997.96,412889.07
Bankstown,2013-06-14,18.8,5.8,12.97,5,0,,411738.21,412813.05,397308.56
Bankstown,2013-06-15,18.0,11.3,14.55,6,0,,385346.58,411738.21,381602.45
Bankstown,2013-06-16,17.2,5.8,11.02,7,0,,380506.58,385346.58,365687.51
Bankstown,2013-06-17,17.0,6.2,11.12,1,0,,433299.47,380506.58,376502.98
Bankstown,2013-06-18,17.2,5.4,11.0,2,0,,440822.85,433299.47,412198.64
Bankstown,2013-06-19,15.9,8.2,11.27,3,0,,440153.14,440822.85,430997.96
Bankstown,2013-06-20,15.4,8.0,10.91,4,0,,444075.46,440153.14,412813.05
Bankstown,2013-06-21,15.5,6.9,10.29,5,0,,441202.78,444075.46,411738.21
Bankstown,2013-06-22,11.9,5.9,9.6,6,0,,422036.51,441202.78,385346.58
Bankstown,2013-06-23,13.5,10.1,11.2,7,0,,410521.69,422036.51,380506.58
Bankstown,2013-06-24,13.6,9.4,10.92,1,0,,447146.42,410521.69,433299.47
Bankstown,2013-06-25,15.5,9.2,12.12,2,0,,449284.84,447146.42,440822.85
Bankstown,2013-06-26,18.3,14.6,15.71,3,0,,428574.72,449284.84,440153.14
Bankstown,2013-06-27,18.4,10.4,13.75,4,0,,425716.61,428574.72,444075.46
Bankstown,2013-06-28,15.6,10.3,13.28,5,0,,425341.86,425716.61,441202.78
Bankstown,2013-06-29,13.9,12.0,12.85,6,0,,404697.92,425341.86,422036.51
Bankstown,2013-06-30,15.5,9.0,12.53,7,0,,390787.19,404697.92,410521.69
Bankstown,2013-07-01,19.7,7.3,11.42,1,0,,423184.24,390787.19,447146.42
Bankstown,2013-07-02,18.9,5.9,10.5,2,0,,426641.86,423184.24,449284.84
Bankstown,2013-07-03,19.0,5.1,9.73,3,0,,427237.97,426641.86,428574.72
Bankstown,2013-07-04,22.6,2.8,12.11,4,0,,419068.89,427237.97,425716.61
Bankstown,2013-07-05,19.0,4.2,13.21,5,0,,406951.03,419068.89,425341.86
Bankstown,2013-07-06,16.8,3.1,10.13,6,0,,397528.39,406951.03,404697.92
Bankstown,2013-07-07,17.6,2.8,9.48,7,0,,391882.85,397528.39,390787.19
Bankstown,2013-07-08,17.9,2.5,8.66,1,0,,432318.01,391882.85,423184.24
Bankstown,2013-07-09,13.2,5.6,9.45,2,0,,447186.82,432318.01,426641.86
Bankstown,2013-07-10,15.4,7.5,10.31,3,0,,439843.81,447186.82,427237.97
Bankstown,2013-07-11,17.4,4.8,9.97,4,0,,433607.14,439843.81,419068.89
Bankstown,2013-07-12,19.6,4.9,10.51,5,0,,428094.39,433607.14,406951.03
Bankstown,2013-07-13,16.6,4.8,9.39,6,0,,401741.58,428094.39,397528.39
Bankstown,2013-07-14,18.7,4.5,11.82,7,0,,385959.35,401741.58,391882.85
Bankstown,2013-07-15,20.1,11.6,14.53,1,0,,418382.35,385959.35,432318.01
Bankstown,2013-07-16,21.6,12.3,15.03,2,0,,411629.04,418382.35,447186.82
Bankstown,2013-07-17,23.4,9.1,15.72,3,0,,398800.63,411629.04,439843.81
Bankstown,2013-07-18,22.0,8.5,14.37,4,0,,396917.07,398800.63,433607.14
Bankstown,2013-07-19,19.9,12.2,15.99,5,0,,399612.81,396917.07,428094.39
Bankstown,2013-07-20,19.3,9.8,15.03,6,0,,375995.45,399612.81,401741.58
Bankstown,2013-07-21,15.8,4.3,10.7,7,0,,382045.35,375995.45,385959.35
Bankstown,2013-07-22,16.7,2.4,9.2,1,0,,428848.03,382045.35,418382.35
Bankstown,2013-07-23,16.8,1.7,9.59,2,0,,436432.46,428848.03,411629.04
Bankstown,2013-07-24,16.5,7.1,12.05,3,0,,435921.11,436432.46,398800.63
Bankstown,2013-07-25,17.9,5.0,10.0,4,0,,431264.33,435921.11,396917.07
Bankstown,2013-07-26,19.3,4.1,9.01,5,0,,426116.33,431264.33,399612.81
Bankstown,2013-07-27,18.6,3.7,10.1,6,0,,399245.91,426116.33,375995.45
Bankstown,2013-07-28,18.8,3.9,11.23,7,0,,385437.06,399245.91,382045.35
Bankstown,2013-07-29,22.1,5.4,12.68,1,0,,405224.39,385437.06,428848.03
Bankstown,2013-07-30,19.8,6.7,13.05,2,0,,409646.94,405224.39,436432.46
Bankstown,2013-07-31,16.6,10.2,13.63,3,0,,413740.71,409646.94,435921.11
Bankstown,2013-08-01,18.1,5.9,10.24,4,0,,421165.76,413740.71,431264.33
Bankstown,2013-08-02,19.5,5.1,11.53,5,0,,412144.0,421165.76,426116.33
Bankstown,2013-08-03,18.2,6.7,12.93,6,0,,378647.54,412144.0,399245.91
Bankstown,2013-08-04,18.2,7.9,12.99,7,0,,371071.38,378647.54,385437.06
Bankstown,2013-08-05,19.9,5.0,12.89,1,0,,406056.6,371071.38,405224.39
Bankstown,2013-08-06,22.4,6.3,14.95,2,0,,405451.29,406056.6,409646.94
Bankstown,2013-08-07,17.3,8.4,12.64,3,0,,406883.86,405451.29,413740.71
Bankstown,2013-08-08,13.5,8.8,11.08,4,0,,430474.87,406883.86,421165.76
Bankstown,2013-08-09,17.8,6.0,11.5,5,0,,416991.06,430474.87,412144.0
Bankstown,2013-08-10,22.7,8.3,13.83,6,0,,367583.36,416991.06,378647.54
Bankstown,2013-08-11,21.6,4.6,12.5,7,0,,361004.66,367583.36,371071.38
Bankstown,2013-08-12,24.8,6.7,14.91,1,0,,399902.67,361004.66,406056.6
Bankstown,2013-08-13,21.5,2.9,12.21,2,0,,399715.22,399902.67,405451.29
Bankstown,2013-08-14,22.8,6.9,16.15,3,0,,396297.92,399715.22,406883.86
Bankstown,2013-08-15,16.6,5.3,12.06,4,0,,403806.81,396297.92,430474.87
Bankstown,2013-08-16,20.2,2.6,11.77,5,0,,407770.92,403806.81,416991.06
Bankstown,2013-08-17,23.7,6.2,16.18,6,0,,365615.76,407770.92,367583.36
Bankstown,2013-08-18,21.9,4.5,13.93,7,0,,350451.44,365615.76,361004.66
Bankstown,2013-08-19,20.3,8.3,14.27,1,0,,396430.17,350451.44,399902.67
Bankstown,2013-08-20,15.0,6.5,10.71,2,0,,421816.51,396430.17,399715.22
Bankstown,2013-08-21,16.5,5.1,11.0,3,0,,426497.36,421816.51,396297.92
Bankstown,2013-08-22,17.5,1.8,10.27,4,0,,427093.05,426497.36,403806.81
Bankstown,2013-08-23,18.2,10.4,14.84,5,0,,411992.68,427093.05,407770.92
Bankstown,2013-08-24,20.4,8.3,14.52,6,0,,367707.27,411992.68,365615.76
Bankstown,2013-08-25,23.5,5.9,12.08,7,0,,350239.8,367707.27,350451.44
Bankstown,2013-08-26,20.8,8.6,14.34,1,0,,392870.14,350239.8,396430.17
Bankstown,2013-08-27,20.2,8.6,14.13,2,0,,391428.38,392870.14,421816.51
Bankstown,2013-08-28,21.1,8.1,14.35,3,0,,386689.87,391428.38,426497.36
Bankstown,2013-08-29,21.6,7.8,15.01,4,0,,388282.53,386689.87,427093.05
Bankstown,2013-08-30,27.7,12.2,19.72,5,0,,374980.0,388282.53,411992.68
Bankstown,2013-08-31,22.5,10.2,16.25,6,0,,351329.6,374980.0,367707.27
Bankstown,2013-09-01,22.5,8.4,15.08,7,0,,337367.77,351329.6,350239.8
Bankstown,2013-09-02,23.3,8.7,14.06,1,0,,375002.0,337367.77,392870.14
Bankstown,2013-09-03,22.3,8.7,15.1,2,0,,377874.8,375002.0,391428.38
Bankstown,2013-09-04,22.4,8.4,14.79,3,0,,375662.64,377874.8,386689.87
Bankstown,2013-09-05,28.4,9.1,16.39,4,0,,377570.31,375662.64,388282.53
Bankstown,2013-09-06,22.9,12.6,17.78,5,0,,373698.08,377570.31,374980.0
Bankstown,2013-09-07,30.9,13.2,20.23,6,0,,342972.7,373698.08,351329.6
Bankstown,2013-09-08,19.4,15.6,17.47,7,0,,338620.39,342972.7,337367.77
Bankstown,2013-09-09,24.3,12.7,18.47,1,0,,369382.71,338620.39,375002.0
Bankstown,2013-09-10,31.3,16.8,25.04,2,0,,370196.54,369382.71,377874.8
Bankstown,2013-09-11,24.2,13.7,17.69,3,0,,359145.29,370196.54,375662.64
Bankstown,2013-09-12,22.7,6.8,15.02,4,0,,366663.17,359145.29,377570.31
Bankstown,2013-09-13,17.4,8.7,13.71,5,0,,375422.22,366663.17,373698.08
Bankstown,2013-09-14,20.5,12.6,16.09,6,0,,348105.05,375422.22,342972.7
Bankstown,2013-09-15,19.7,11.4,15.21,7,0,,337918.13,348105.05,338620.39
Bankstown,2013-09-16,16.9,12.0,15.25,1,0,,387217.5,337918.13,369382.71
Bankstown,2013-09-17,22.1,15.3,18.49,2,0,,375042.71,387217.5,370196.54
Bankstown,2013-09-18,24.3,15.3,19.57,3,0,,362724.94,375042.71,359145.29
Bankstown,2013-09-19,22.6,8.8,16.18,4,0,,364319.6,362724.94,366663.17
Bankstown,2013-09-20,20.2,7.2,14.66,5,0,,366874.92,364319.6,375422.22
Bankstown,2013-09-21,19.5,7.4,13.79,6,0,,342197.59,366874.92,348105.05
Bankstown,2013-09-22,24.0,7.8,15.93,7,0,,332754.23,342197.59,337918.13
Bankstown,2013-09-23,25.1,9.4,17.36,1,0,,365883.87,332754.23,387217.5
Bankstown,2013-09-24,30.4,13.4,21.64,2,0,,367920.02,365883.87,375042.71
Bankstown,2013-09-25,31.3,10.3,20.23,3,0,,374422.21,367920.02,362724.94
Bankstown,2013-09-26,30.3,11.0,20.77,4,0,,370641.96,374422.21,364319.6
Bankstown,2013-09-27,21.9,8.8,15.91,5,0,,363322.3,370641.96,366874.92
Bankstown,2013-09-28,28.7,7.5,19.32,6,0,,337978.28,363322.3,342197.59
Bankstown,2013-09-29,22.1,11.3,17.26,7,0,,325968.51,337978.28,332754.23
Bankstown,2013-09-30,29.4,9.0,18.2,1,0,,366140.88,325968.51,365883.87
Bankstown,2013-10-01,31.6,12.5,21.26,2,0,,375476.51,366140.88,367920.02
Bankstown,2013-10-02,25.9,8.0,18.07,3,0,,363584.57,375476.51,374422.21
Bankstown,2013-10-03,18.3,9.9,14.47,4,0,,370230.14,363584.57,370641.96
Bankstown,2013-10-04,18.7,8.0,13.21,5,0,,364533.94,370230.14,363322.3
Bankstown,2013-10-05,28.0,7.2,16.37,6,0,,333458.32,364533.94,337978.28
Bankstown,2013-10-06,31.1,8.9,20.85,7,0,,324747.77,333458.32,325968.51
Bankstown,2013-10-07,19.4,15.5,17.67,1,1,Labour Day,324026.44,324747.77,366140.88
Bankstown,2013-10-08,19.5,11.0,15.35,2,0,,365283.96,324026.44,375476.51
Bankstown,2013-10-09,29.3,7.6,17.85,3,0,,371445.1,365283.96,363584.57
Bankstown,2013-10-10,35.7,12.9,25.71,4,0,,395098.65,371445.1,370230.14
Bankstown,2013-10-11,21.6,13.0,18.12,5,0,,369705.23,395098.65,364533.94
Bankstown,2013-10-12,27.0,10.6,18.36,6,0,,346205.38,369705.23,333458.32
Bankstown,2013-10-13,33.8,13.8,24.47,7,0,,350041.8,346205.38,324747.77
Bankstown,2013-10-14,17.0,9.5,14.82,1,0,,363973.38,350041.8,324026.44
Bankstown,2013-10-15,23.9,6.7,14.64,2,0,,362821.68,363973.38,365283.96
Bankstown,2013-10-16,27.0,7.3,17.96,3,0,,363338.14,362821.68,371445.1
